CustomerID,InvoiceNo,InvoiceDate,TotalPrice,LoyaltyScore,AvgBasketSize,Returns,SupportTickets,ReferralCount,AvgSessionTime,Age,Gender,Region,DeviceType,LastLoginDays,NewsletterSubscribed,PremiumMember,CampaignResponseRate,AvgDiscountUsed,AvgTimeBetweenPurchases,PreferredCategory
1178,974371,2025-10-17 16:05:47.391689,348.49,3,8.16,3,0,13,93.15,65,Male,North,Tablet,99,0,0,0.63,26.5,13.15,Electronics
1179,511357,2025-11-04 16:05:47.391689,806.8,93,9.34,0,7,3,72.13,65,Female,North,Tablet,77,0,0,0.36,1.39,19.98,Electronics
1180,835716,2025-08-26 16:05:47.391689,24.54,64,3.11,3,6,14,94.93,18,Female,West,Mobile,271,0,0,1.0,12.33,28.46,Electronics
1181,205878,2025-06-15 16:05:47.391689,346.83,44,4.59,4,8,2,91.45,42,Other,North,Tablet,338,0,1,0.48,22.98,56.65,Electronics
1182,827270,2025-11-01 16:05:47.391689,410.21,53,2.37,4,2,4,97.35,19,Male,South,Desktop,161,0,1,0.49,31.43,55.97,Beauty
1183,298286,2025-06-10 16:05:47.391689,546.65,24,9.93,0,1,0,64.57,47,Female,East,Desktop,43,1,0,0.57,27.86,13.21,Clothing
1184,873290,2025-05-04 16:05:47.391689,921.46,60,9.34,1,0,2,21.14,20,Male,West,Desktop,237,0,0,0.92,37.13,22.13,Clothing
1185,874684,2025-08-13 16:05:47.391689,359.42,3,5.86,1,2,14,82.18,38,Female,South,Desktop,133,1,1,0.8,13.99,9.81,Home
1186,264899,2025-08-02 16:05:47.391689,360.01,20,8.58,3,4,7,76.35,42,Male,West,Desktop,191,0,1,0.45,28.25,31.09,Electronics
1187,424767,2025-07-03 16:05:47.391689,742.75,46,5.69,3,1,3,90.36,37,Female,West,Tablet,355,1,0,0.72,4.41,28.17,Home
1188,961882,2025-05-12 16:05:47.391689,463.17,15,6.61,3,2,1,24.54,66,Other,North,Tablet,277,0,0,0.59,20.68,54.14,Beauty
1189,979858,2025-05-06 16:05:47.391689,240.11,25,1.8,1,3,9,27.42,69,Other,North,Desktop,17,1,1,0.49,37.51,55.87,Home
1190,479989,2025-04-22 16:05:47.391689,463.39,94,7.8,2,6,3,107.4,39,Male,South,Tablet,11,1,1,0.19,34.67,23.63,Electronics
1191,515515,2025-01-16 16:05:47.391689,158.04,78,2.15,4,2,2,91.25,38,Female,West,Tablet,179,0,0,0.46,49.53,30.01,Clothing
1192,143585,2025-07-20 16:05:47.391689,192.86,71,8.43,2,8,1,109.45,50,Female,North,Desktop,122,0,1,0.25,13.89,53.88,Clothing
1193,471369,2025-04-18 16:05:47.391689,508.4,17,8.04,2,7,16,92.25,69,Male,North,Tablet,245,0,0,0.91,24.91,48.6,Electronics
1194,164044,2025-09-28 16:05:47.391689,430.55,84,7.38,1,3,19,73.67,55,Female,West,Tablet,221,1,0,0.34,16.48,1.22,Beauty
1195,542296,2025-12-04 16:05:47.391689,916.55,100,1.33,2,0,12,80.23,32,Male,South,Tablet,50,1,0,0.95,22.03,19.88,Electronics
1196,209556,2025-09-30 16:05:47.391689,375.15,9,3.73,0,0,4,107.25,63,Female,South,Desktop,70,0,1,0.53,42.85,25.88,Beauty
1197,626981,2025-04-04 16:05:47.391689,588.98,38,3.37,3,0,8,71.56,69,Male,West,Tablet,47,0,0,0.63,34.21,14.55,Clothing
1198,981691,2025-04-27 16:05:47.391689,639.62,48,4.24,0,0,5,77.73,32,Female,South,Mobile,18,1,0,0.54,44.12,12.77,Beauty
1199,867595,2025-12-06 16:05:47.391689,32.83,60,1.79,4,7,4,22.99,63,Male,North,Mobile,261,1,1,0.13,10.18,3.23,Electronics
1200,300235,2025-06-22 16:05:47.391689,670.27,63,9.43,3,2,9,59.5,42,Female,West,Desktop,83,0,1,0.38,43.67,38.96,Electronics
1201,125939,2025-07-25 16:05:47.391689,194.48,86,5.98,2,5,7,87.39,38,Other,North,Mobile,154,1,0,0.1,2.99,16.49,Electronics
1202,252906,2025-06-28 16:05:47.391689,961.85,2,3.75,4,2,6,36.16,41,Female,East,Desktop,52,0,0,0.62,44.43,4.09,Beauty
1203,642335,2025-06-26 16:05:47.391689,165.69,88,4.57,3,4,6,28.26,22,Male,East,Mobile,106,0,1,0.45,16.45,14.63,Beauty
1204,388249,2025-03-05 16:05:47.391689,426.33,72,5.02,2,6,5,41.09,23,Other,South,Mobile,356,0,1,0.78,15.73,48.31,Beauty
1205,175766,2025-08-13 16:05:47.391689,103.64,11,6.41,0,1,19,32.77,66,Female,East,Mobile,303,1,1,0.22,25.6,51.24,Clothing
1206,508923,2025-06-02 16:05:47.391689,996.94,64,5.64,3,5,2,29.71,60,Other,North,Desktop,134,1,0,0.16,47.03,29.5,Home
1207,515192,2025-12-08 16:05:47.391689,512.15,77,9.27,2,5,18,53.86,65,Female,East,Desktop,68,1,0,0.41,2.39,25.55,Home
1208,668550,2025-11-14 16:05:47.391689,603.48,81,5.47,0,2,14,109.4,61,Other,North,Tablet,10,1,0,0.93,17.61,58.69,Electronics
1209,487261,2025-07-01 16:05:47.391689,85.73,72,9.93,4,5,3,63.31,64,Male,South,Desktop,142,0,1,0.71,42.83,12.83,Clothing
1210,910208,2025-01-08 16:05:47.391689,754.96,21,8.66,4,9,11,26.61,40,Female,South,Mobile,191,1,0,0.42,19.8,13.71,Beauty
1211,785440,2025-07-30 16:05:47.391689,225.71,18,2.88,4,9,5,13.85,21,Female,North,Mobile,68,0,1,0.52,9.96,18.22,Electronics
1212,752664,2025-01-26 16:05:47.391689,900.09,94,9.38,4,4,18,85.06,44,Male,East,Desktop,22,0,0,0.08,21.24,11.19,Clothing
1213,554589,2025-01-05 16:05:47.391689,221.04,64,2.05,1,1,3,49.02,35,Other,South,Desktop,180,0,1,0.98,19.28,23.38,Electronics
1214,237848,2025-07-21 16:05:47.391689,206.87,82,8.36,3,8,14,99.51,38,Male,West,Desktop,292,1,0,0.67,45.77,54.74,Clothing
1215,717075,2025-01-20 16:05:47.391689,55.82,95,4.43,3,7,8,80.84,45,Male,South,Tablet,8,0,0,0.29,38.1,37.31,Clothing
1216,227948,2025-05-10 16:05:47.391689,482.63,38,8.9,1,2,4,96.57,52,Other,East,Mobile,270,0,1,0.59,25.26,25.3,Home
1217,679304,2025-02-15 16:05:47.391689,573.54,32,8.81,2,7,12,36.27,39,Male,West,Tablet,92,1,1,0.11,49.42,56.13,Electronics
1218,502690,2025-08-03 16:05:47.391689,84.39,11,8.25,2,8,17,84.62,57,Female,East,Tablet,16,0,0,0.97,23.26,3.86,Beauty
1219,599046,2025-02-24 16:05:47.391689,780.02,45,8.11,4,2,4,35.37,40,Female,North,Mobile,153,1,1,0.17,2.91,13.41,Home
1220,551269,2025-10-04 16:05:47.391689,464.22,89,3.74,0,2,15,112.99,20,Female,West,Mobile,327,1,1,0.65,13.11,34.39,Home
1221,121959,2025-04-05 16:05:47.391689,533.9,33,1.73,2,1,18,78.18,57,Male,East,Desktop,148,1,0,0.25,21.8,37.32,Beauty
1222,760890,2025-03-13 16:05:47.391689,451.95,41,4.63,0,7,13,42.32,67,Female,West,Desktop,266,0,1,0.72,7.85,3.33,Clothing
1223,850216,2024-12-14 16:05:47.391689,412.75,8,2.56,3,9,15,35.99,27,Female,East,Tablet,327,1,0,0.78,47.38,24.78,Beauty
1224,890180,2025-06-14 16:05:47.391689,568.45,11,7.25,0,0,14,26.96,42,Female,West,Desktop,105,1,0,0.67,38.34,39.3,Electronics
1225,328576,2025-06-29 16:05:47.391689,172.14,86,4.11,3,7,3,84.88,69,Female,East,Desktop,34,1,1,0.61,13.41,42.19,Beauty
1226,637833,2025-09-13 16:05:47.391689,198.29,51,9.78,1,6,6,30.15,66,Female,North,Mobile,118,1,1,0.89,29.54,38.65,Clothing
1227,265838,2025-05-25 16:05:47.391689,864.55,88,6.77,1,6,15,73.46,25,Female,West,Mobile,13,0,0,0.08,36.07,19.91,Beauty
1228,435674,2025-01-01 16:05:47.391689,947.19,41,8.4,4,2,7,35.43,28,Male,West,Desktop,13,1,0,0.33,47.06,6.52,Clothing
1229,979989,2025-11-24 16:05:47.391689,385.84,17,2.19,2,0,16,81.13,22,Female,West,Mobile,265,0,0,0.25,44.08,26.2,Clothing
1230,161087,2025-11-04 16:05:47.391689,285.33,76,8.76,4,3,15,98.72,62,Female,West,Desktop,139,1,0,0.99,25.76,8.6,Electronics
1231,693128,2025-08-09 16:05:47.391689,651.12,46,9.3,3,8,9,94.47,54,Other,North,Mobile,293,0,0,0.39,38.73,56.91,Beauty
1232,218451,2025-06-23 16:05:47.391689,420.56,32,5.38,4,4,9,92.5,62,Male,West,Mobile,363,1,0,0.73,28.11,29.04,Beauty
1233,547600,2025-07-25 16:05:47.391689,44.88,79,6.46,0,0,1,26.59,55,Male,South,Mobile,118,0,1,0.68,27.64,19.72,Electronics
1234,937437,2025-04-15 16:05:47.391689,173.03,80,7.88,3,4,8,15.16,46,Male,North,Mobile,237,1,1,0.21,5.74,46.21,Clothing
1235,539792,2025-05-07 16:05:47.391689,721.65,54,2.57,1,7,16,85.38,22,Male,South,Desktop,33,0,1,0.24,6.31,30.38,Beauty
1236,139353,2025-08-09 16:05:47.391689,665.75,86,5.52,2,7,10,47.36,26,Female,West,Tablet,168,0,0,0.28,26.48,19.29,Electronics
1237,293075,2025-10-16 16:05:47.391689,46.55,92,4.59,3,4,9,54.72,65,Female,East,Mobile,9,0,1,0.41,13.44,48.91,Clothing
1238,314283,2025-07-18 16:05:47.391689,237.53,20,2.32,3,8,16,8.58,19,Other,South,Desktop,121,1,0,0.23,1.05,52.16,Electronics
1239,414877,2025-01-30 16:05:47.391689,246.45,33,4.31,0,0,3,34.85,18,Other,West,Desktop,144,0,0,0.02,36.14,40.71,Beauty
1240,165318,2024-12-17 16:05:47.391689,678.45,74,1.61,2,3,15,8.87,57,Male,South,Mobile,222,0,1,0.88,1.62,3.77,Electronics
1241,865313,2025-12-12 16:05:47.391689,39.32,40,1.23,1,2,19,106.11,68,Other,West,Tablet,256,0,0,0.97,29.76,34.41,Home
1242,582690,2024-12-30 16:05:47.391689,122.03,32,2.22,3,1,14,32.99,47,Other,West,Mobile,267,0,0,0.34,26.96,46.03,Clothing
1243,516880,2025-06-06 16:05:47.391689,803.92,97,9.67,3,7,4,69.09,28,Male,West,Desktop,358,1,0,0.34,48.44,9.05,Home
1244,691460,2025-06-05 16:05:47.391689,194.97,2,5.95,0,6,5,9.48,45,Male,East,Tablet,3,0,0,0.01,24.21,14.49,Home
1245,840976,2025-02-04 16:05:47.391689,659.69,97,9.69,4,8,16,81.69,61,Other,South,Desktop,353,0,0,0.68,3.18,53.07,Clothing
1246,881239,2025-08-18 16:05:47.391689,253.42,33,4.89,1,1,0,42.15,29,Female,North,Mobile,105,0,0,0.83,27.58,2.19,Clothing
1247,193264,2025-08-01 16:05:47.391689,117.45,77,3.81,2,3,18,108.26,56,Other,North,Tablet,84,1,1,0.15,42.05,45.41,Electronics
1248,870746,2025-10-16 16:05:47.391689,258.31,30,5.56,3,5,3,107.13,43,Other,North,Desktop,213,0,0,0.16,49.84,28.95,Clothing
1249,913168,2025-10-30 16:05:47.391689,727.82,33,4.96,3,2,16,42.41,30,Female,North,Desktop,120,0,0,0.79,21.52,27.36,Home
1250,325281,2025-06-23 16:05:47.391689,858.58,77,1.95,1,7,8,108.61,25,Female,West,Desktop,131,0,0,0.62,16.01,1.42,Home
1251,737147,2025-07-06 16:05:47.391689,833.62,26,6.77,4,2,1,119.56,45,Male,South,Mobile,337,0,0,0.04,45.33,49.34,Beauty
1252,998613,2025-06-23 16:05:47.391689,409.24,22,2.94,3,1,7,99.92,47,Male,South,Tablet,196,1,1,0.62,9.56,22.23,Clothing
1253,494070,2025-01-30 16:05:47.391689,674.72,66,6.58,1,2,14,102.16,26,Other,East,Mobile,18,0,1,0.31,30.77,32.91,Home
1254,452228,2025-02-13 16:05:47.391689,220.88,38,6.85,0,5,6,33.64,56,Female,South,Mobile,129,0,0,0.37,20.29,40.96,Beauty
1255,531839,2025-07-17 16:05:47.391689,307.28,90,2.37,4,1,5,71.32,48,Male,South,Mobile,11,1,0,0.77,2.05,42.46,Beauty
1256,369536,2025-09-24 16:05:47.391689,898.41,46,1.55,2,7,0,12.73,38,Other,South,Tablet,80,1,0,0.81,17.36,57.4,Electronics
1257,417824,2025-05-14 16:05:47.391689,32.74,15,8.03,3,0,14,15.92,64,Female,East,Mobile,329,1,1,0.4,13.26,32.35,Home
1258,357426,2025-05-24 16:05:47.391689,103.8,98,5.14,1,6,6,119.87,51,Other,North,Mobile,353,0,1,0.95,34.3,24.58,Electronics
1259,277789,2025-04-05 16:05:47.391689,223.73,44,1.52,0,1,16,42.56,48,Male,South,Mobile,261,1,1,0.41,47.44,57.27,Home
1260,613153,2025-04-28 16:05:47.391689,46.0,49,9.95,2,9,1,91.04,69,Male,East,Mobile,124,0,1,0.77,13.4,38.88,Electronics
1261,842452,2025-07-02 16:05:47.391689,197.81,75,1.52,1,5,8,97.77,42,Female,East,Desktop,306,1,0,0.48,40.57,18.59,Electronics
1262,937291,2025-04-30 16:05:47.391689,591.38,61,7.26,1,1,8,103.67,29,Other,West,Mobile,266,0,1,0.9,2.77,8.46,Clothing
1263,225657,2025-07-19 16:05:47.391689,433.0,67,9.85,2,1,12,119.73,18,Female,East,Desktop,139,1,1,0.91,26.91,50.71,Electronics
1264,335167,2025-11-23 16:05:47.391689,894.82,6,3.15,0,9,5,32.77,39,Male,North,Mobile,328,0,0,0.09,3.53,22.37,Clothing
1265,781669,2025-10-27 16:05:47.391689,821.09,9,2.28,0,7,5,9.64,57,Male,South,Tablet,1,1,0,0.94,46.7,39.97,Beauty
1266,580671,2025-04-24 16:05:47.391689,354.98,6,2.09,4,1,19,52.29,54,Other,East,Desktop,7,0,1,0.83,38.32,28.78,Home
1267,819094,2025-02-11 16:05:47.391689,274.23,73,3.73,3,6,19,19.96,64,Other,North,Desktop,249,0,1,0.79,32.9,12.74,Beauty
1268,170467,2025-11-29 16:05:47.391689,392.1,95,1.91,2,2,2,7.58,18,Other,East,Desktop,138,0,1,0.2,41.19,36.5,Home
1269,283734,2025-07-23 16:05:47.391689,598.49,32,7.23,2,7,16,46.45,18,Female,East,Desktop,123,0,1,0.81,32.38,4.58,Beauty
1270,722794,2025-12-12 16:05:47.391689,282.7,41,1.56,2,6,16,95.13,59,Other,East,Tablet,308,0,0,0.85,48.45,25.39,Home
1271,209751,2025-10-20 16:05:47.391689,631.67,76,5.58,0,7,11,70.11,59,Other,East,Mobile,227,0,0,0.29,35.7,33.25,Electronics
1272,481050,2025-03-29 16:05:47.391689,421.22,8,9.97,3,6,15,40.97,38,Male,East,Desktop,9,0,1,0.95,46.23,26.73,Home
1273,911774,2025-07-22 16:05:47.391689,561.01,72,8.33,4,5,14,80.25,32,Male,North,Tablet,211,0,1,0.05,25.86,45.17,Home
1274,792517,2025-12-01 16:05:47.391689,447.4,50,6.54,1,6,12,31.68,34,Other,South,Desktop,111,1,1,0.15,5.85,49.85,Beauty
1275,561079,2025-01-17 16:05:47.391689,308.58,92,3.76,1,4,0,6.65,39,Other,South,Mobile,7,0,1,0.54,26.41,46.5,Beauty
1276,468452,2025-05-03 16:05:47.391689,949.48,62,6.62,2,6,16,92.9,55,Male,South,Desktop,291,0,1,0.58,6.34,3.29,Beauty
1277,206081,2025-03-16 16:05:47.391689,768.33,84,5.74,3,0,2,76.73,52,Other,South,Tablet,361,1,0,0.65,29.62,12.45,Clothing
1278,713333,2024-12-20 16:05:47.391689,157.31,62,4.83,0,0,14,92.66,62,Female,North,Mobile,252,0,0,0.02,24.12,32.66,Clothing
1279,658986,2025-07-10 16:05:47.391689,871.1,7,2.18,3,8,3,9.48,33,Female,West,Tablet,13,1,0,0.96,31.13,56.15,Home
1280,210078,2025-12-05 16:05:47.391689,497.68,75,8.98,3,4,3,101.27,25,Female,West,Mobile,239,0,1,0.04,0.5,50.26,Home
1281,967055,2025-08-13 16:05:47.391689,896.66,84,5.05,0,4,17,76.25,64,Other,North,Mobile,241,1,1,0.14,9.74,50.71,Electronics
1282,122671,2024-12-30 16:05:47.391689,803.86,80,2.75,2,2,16,69.79,34,Male,North,Mobile,341,1,0,0.01,24.57,18.89,Electronics
1283,518400,2025-07-02 16:05:47.391689,436.71,4,4.31,3,4,18,76.83,34,Other,East,Desktop,148,0,0,0.57,47.53,26.34,Home
1284,455528,2025-09-14 16:05:47.391689,42.02,6,4.73,1,2,10,104.41,43,Other,East,Tablet,235,1,1,0.93,19.18,28.77,Clothing
1285,710490,2025-07-30 16:05:47.391689,283.3,58,8.45,0,8,19,72.5,30,Male,East,Tablet,305,0,0,0.67,21.22,10.28,Home
1286,151663,2025-06-10 16:05:47.391689,550.8,22,7.6,4,8,2,71.81,34,Male,South,Tablet,166,0,1,0.82,35.73,2.83,Electronics
1287,115708,2025-01-31 16:05:47.391689,640.81,26,7.92,2,5,7,118.93,55,Male,East,Mobile,19,0,1,0.01,30.19,56.87,Clothing
1288,978338,2025-06-18 16:05:47.391689,272.73,3,1.1,0,0,13,92.02,34,Female,West,Desktop,215,0,0,0.54,14.95,15.2,Clothing
1289,411955,2025-11-15 16:05:47.391689,156.57,41,4.75,4,6,0,55.86,65,Other,South,Mobile,342,1,0,0.46,20.54,15.16,Electronics
1290,233883,2025-05-07 16:05:47.391689,838.23,60,5.33,4,6,13,86.35,31,Male,East,Tablet,134,0,0,0.5,10.88,5.92,Home
1291,418394,2024-12-21 16:05:47.391689,984.71,14,1.17,3,9,1,49.76,62,Other,South,Desktop,128,1,1,0.07,48.3,55.78,Beauty
1292,212547,2025-11-02 16:05:47.391689,535.18,75,3.34,3,9,3,31.32,23,Female,West,Desktop,293,1,1,0.68,6.53,35.2,Home
1293,659042,2025-04-29 16:05:47.391689,188.25,82,7.84,3,3,18,73.64,52,Female,East,Desktop,245,0,0,0.5,18.59,40.36,Home
1294,851102,2025-06-04 16:05:47.391689,286.86,12,2.23,0,7,5,111.74,63,Male,West,Tablet,188,0,1,0.77,1.29,54.78,Electronics
1295,862002,2025-07-21 16:05:47.391689,38.02,87,5.82,0,5,0,111.85,31,Male,West,Desktop,43,0,1,0.49,11.09,21.39,Clothing
1296,242483,2025-05-26 16:05:47.391689,916.01,12,2.94,2,3,16,44.32,64,Other,West,Desktop,85,0,1,0.15,39.02,37.67,Electronics
1297,758271,2025-05-15 16:05:47.391689,135.4,13,1.11,3,3,7,65.68,25,Male,East,Mobile,43,1,0,0.65,10.06,3.29,Home
1298,314835,2025-05-07 16:05:47.391689,584.99,25,3.17,4,1,18,29.34,32,Other,North,Mobile,329,0,1,0.17,4.0,12.02,Beauty
1299,501896,2025-04-17 16:05:47.391689,288.57,45,9.78,1,1,0,119.5,44,Male,East,Desktop,144,1,0,0.87,23.72,50.04,Beauty
1300,184896,2025-10-28 16:05:47.391689,563.09,19,8.21,2,3,4,117.83,30,Other,West,Desktop,50,0,0,0.61,0.5,46.24,Beauty
1301,577095,2025-11-08 16:05:47.391689,658.39,55,9.64,0,4,15,79.69,66,Other,East,Mobile,241,0,1,0.16,4.24,21.69,Electronics
1302,171295,2025-04-04 16:05:47.391689,833.15,100,5.39,2,7,5,97.51,48,Other,West,Mobile,293,0,0,0.96,40.38,23.23,Clothing
1303,843974,2025-09-22 16:05:47.391689,222.29,45,1.99,2,5,7,87.24,52,Other,North,Mobile,50,0,1,0.52,38.57,32.48,Electronics
1304,987121,2025-04-01 16:05:47.391689,30.78,8,5.93,2,3,12,73.21,23,Female,South,Tablet,265,1,0,0.07,45.76,1.01,Beauty
1305,373255,2025-05-30 16:05:47.391689,154.15,93,5.09,2,6,15,11.14,22,Other,North,Tablet,119,1,0,0.63,42.73,15.23,Home
1306,399648,2025-02-13 16:05:47.391689,902.02,53,8.6,1,7,2,57.3,39,Male,North,Mobile,199,0,1,0.25,34.16,13.29,Clothing
1307,757162,2025-12-03 16:05:47.391689,876.41,55,1.88,3,1,18,82.6,66,Female,South,Desktop,247,1,0,0.8,2.62,15.78,Electronics
1308,108155,2025-02-04 16:05:47.391689,605.46,32,5.39,4,6,11,82.92,40,Female,East,Mobile,69,1,0,0.82,39.14,48.55,Electronics
1309,566872,2025-03-02 16:05:47.391689,608.51,51,2.35,2,1,15,47.91,42,Other,South,Tablet,340,0,0,0.98,42.28,17.5,Clothing
1310,925816,2025-04-15 16:05:47.391689,671.74,44,3.92,2,1,10,113.29,51,Female,East,Desktop,56,0,1,0.5,39.95,12.3,Clothing
1311,474705,2025-04-06 16:05:47.391689,191.86,82,7.64,2,7,9,24.25,43,Other,East,Tablet,38,1,1,0.45,25.42,30.75,Home
1312,671542,2025-12-08 16:05:47.391689,916.12,70,5.28,3,1,19,62.54,64,Male,West,Desktop,288,1,0,0.75,11.65,52.07,Clothing
1313,908350,2025-08-16 16:05:47.391689,430.4,18,4.38,0,8,3,84.45,22,Other,West,Tablet,17,1,0,0.13,42.27,15.24,Home
1314,710269,2025-02-27 16:05:47.391689,395.48,83,4.55,0,0,11,85.17,43,Female,South,Desktop,219,1,0,0.55,36.36,5.63,Beauty
1315,654594,2025-10-09 16:05:47.391689,528.54,22,5.14,1,8,1,79.59,37,Male,North,Desktop,312,0,1,0.55,49.04,22.03,Beauty
1316,247718,2025-07-20 16:05:47.391689,66.03,37,8.07,0,0,18,36.66,23,Other,South,Desktop,243,0,1,0.09,7.78,45.11,Electronics
1317,408987,2025-05-03 16:05:47.391689,182.96,96,9.03,2,9,4,22.96,23,Male,East,Desktop,351,1,0,0.42,11.28,33.49,Beauty
1318,745263,2025-04-18 16:05:47.391689,743.27,56,9.6,2,9,7,78.13,67,Male,West,Tablet,303,0,1,0.85,10.59,49.19,Beauty
1319,458745,2025-06-19 16:05:47.391689,101.14,59,8.08,2,1,6,73.92,35,Female,South,Tablet,297,1,1,0.86,39.63,57.62,Home
1320,207512,2025-03-21 16:05:47.391689,611.09,3,3.84,1,5,13,25.63,21,Male,South,Desktop,282,1,1,0.1,9.35,47.77,Electronics
1321,247443,2025-01-06 16:05:47.391689,260.44,28,7.19,2,5,2,86.09,34,Female,West,Desktop,73,0,1,0.09,3.33,36.62,Clothing
1322,570587,2025-03-06 16:05:47.391689,401.51,74,4.94,0,0,17,57.34,31,Male,West,Tablet,109,1,0,0.26,49.93,30.11,Electronics
1323,473616,2025-10-11 16:05:47.391689,302.92,35,3.29,3,6,15,81.79,31,Other,West,Desktop,179,1,1,0.87,1.24,3.36,Beauty
1324,757409,2025-05-10 16:05:47.391689,368.56,61,8.57,3,7,18,101.3,30,Male,East,Desktop,31,0,1,0.13,41.76,59.07,Clothing
1325,786976,2025-01-05 16:05:47.391689,724.66,93,1.35,4,1,18,24.52,24,Other,West,Desktop,233,0,0,0.72,18.27,23.63,Electronics
1326,465871,2025-02-01 16:05:47.391689,311.18,54,9.12,0,7,17,7.2,61,Other,North,Mobile,281,1,0,0.1,42.08,9.98,Electronics
1327,475037,2025-03-05 16:05:47.391689,575.08,63,5.15,2,8,19,94.6,32,Male,South,Desktop,24,1,1,0.62,27.73,40.34,Electronics
1328,907364,2025-06-19 16:05:47.391689,486.53,79,6.73,3,5,15,75.12,36,Other,West,Mobile,330,0,1,0.36,45.08,17.77,Electronics
1329,217796,2025-09-06 16:05:47.391689,670.4,97,6.93,0,4,7,85.46,60,Male,West,Desktop,278,1,0,0.79,46.31,35.56,Home
1330,391999,2025-08-30 16:05:47.391689,938.09,7,9.06,3,8,0,101.39,64,Male,East,Tablet,225,1,0,0.23,0.45,35.62,Electronics
1331,292506,2025-09-05 16:05:47.391689,737.92,76,6.73,2,8,16,97.32,61,Other,East,Mobile,56,0,0,0.64,3.77,27.3,Beauty
1332,798376,2025-02-05 16:05:47.391689,230.64,49,6.53,3,0,11,115.51,52,Other,South,Mobile,179,0,1,0.24,12.52,50.33,Beauty
1333,369544,2025-12-07 16:05:47.391689,50.56,94,1.6,4,2,10,66.63,34,Female,North,Desktop,231,0,1,0.71,33.47,16.63,Home
1334,480002,2025-05-30 16:05:47.391689,277.02,85,5.67,4,8,4,61.18,52,Other,South,Desktop,342,0,0,0.87,44.41,27.47,Clothing
1335,798002,2024-12-27 16:05:47.391689,603.18,31,2.35,3,1,11,51.22,36,Female,West,Mobile,286,0,1,0.13,23.0,32.72,Clothing
1336,639439,2025-08-02 16:05:47.391689,70.4,58,7.64,0,3,16,22.67,37,Other,North,Tablet,63,0,0,0.87,30.35,40.15,Beauty
1337,690978,2024-12-20 16:05:47.391689,506.44,61,5.61,0,3,5,70.85,53,Male,North,Tablet,231,1,1,0.59,9.42,47.25,Beauty
1338,628787,2025-03-29 16:05:47.391689,604.91,24,7.12,0,1,0,36.86,52,Other,North,Desktop,288,1,0,0.13,40.25,24.29,Home
1339,630583,2025-11-20 16:05:47.391689,347.56,20,1.38,3,2,4,110.95,49,Male,North,Tablet,212,0,0,0.43,48.37,39.12,Clothing
1340,488215,2025-10-21 16:05:47.391689,775.49,37,1.76,0,2,13,72.07,65,Male,South,Tablet,257,0,1,0.16,13.43,9.89,Clothing
1341,421184,2025-07-01 16:05:47.391689,124.47,4,7.45,2,0,4,73.18,61,Male,East,Desktop,17,1,1,0.7,24.74,56.03,Electronics
1342,898615,2025-05-25 16:05:47.391689,93.64,92,1.65,4,5,0,45.82,57,Female,East,Tablet,174,1,1,0.76,4.31,23.6,Electronics
1343,522515,2025-09-21 16:05:47.391689,733.62,20,1.64,2,7,17,10.98,41,Other,West,Desktop,228,1,1,0.11,27.96,44.04,Electronics
1344,768234,2025-07-21 16:05:47.391689,505.58,60,1.11,0,2,15,8.65,34,Male,East,Mobile,225,0,1,0.51,25.14,2.2,Home
1345,478480,2025-09-19 16:05:47.391689,694.63,24,9.61,2,4,8,53.68,24,Male,East,Desktop,83,0,1,0.81,7.22,13.11,Beauty
1346,132711,2025-09-26 16:05:47.391689,446.13,50,7.64,0,0,18,14.73,60,Female,East,Mobile,290,1,0,0.94,22.1,29.74,Home
1347,891971,2025-12-12 16:05:47.391689,261.47,49,4.18,3,9,4,74.79,67,Other,East,Mobile,245,0,1,0.51,16.71,52.82,Clothing
1348,601157,2025-10-23 16:05:47.391689,822.72,51,3.67,2,6,1,106.31,18,Other,West,Tablet,109,0,0,0.95,26.09,32.11,Beauty
1349,284423,2025-06-23 16:05:47.391689,803.43,96,4.15,3,9,14,106.54,52,Female,South,Tablet,253,0,0,0.54,29.28,55.86,Electronics
1350,616349,2025-05-22 16:05:47.391689,700.8,36,7.97,3,0,6,80.79,49,Female,North,Tablet,87,1,1,0.39,0.42,29.54,Home
1351,803714,2025-03-28 16:05:47.391689,286.7,98,6.95,1,8,3,29.29,53,Other,East,Desktop,71,1,0,0.85,38.05,29.94,Home
1352,757917,2025-02-28 16:05:47.391689,598.43,100,2.67,0,7,0,104.24,30,Female,South,Tablet,29,0,0,0.49,35.65,8.07,Electronics
1353,924792,2025-11-09 16:05:47.391689,373.75,66,2.57,4,6,12,106.9,23,Other,East,Mobile,171,0,1,0.47,18.31,48.36,Home
1354,837378,2024-12-30 16:05:47.391689,109.75,79,1.89,0,9,19,27.62,31,Other,East,Tablet,308,0,1,0.49,2.65,15.57,Electronics
1355,233272,2025-09-09 16:05:47.391689,918.97,34,6.94,4,6,6,89.8,54,Male,North,Tablet,342,0,1,0.85,37.75,54.08,Clothing
1356,867836,2025-10-02 16:05:47.391689,154.08,36,7.88,0,4,14,37.95,65,Male,North,Desktop,176,0,0,0.83,47.76,54.74,Beauty
1357,802335,2025-11-04 16:05:47.391689,951.23,6,3.39,3,4,13,97.3,32,Other,North,Desktop,138,1,1,0.4,12.01,56.66,Clothing
