CustomerID,Recency,Frequency,Monetary,Cluster
17155,17,2,251.7,3
17124,185,1,298.89000000000004,0
12828,2,6,1018.71,3
17267,127,2,317.61999999999995,0
13106,133,1,76.5,0
13518,85,1,659.4399999999998,0
14020,16,2,642.8,3
13689,63,1,910.0,3
12631,57,1,640.5000000000002,3
14349,10,1,133.50000000000006,3
15465,19,18,7354.620000000001,3
17179,178,3,711.79,0
17457,126,5,1737.7,0
14841,53,6,3295.7599999999998,3
15304,60,8,694.4,3
15059,40,9,1337.7200000000003,3
14600,305,1,393.3299999999999,0
12414,217,3,562.4100000000001,0
15764,88,6,3279.97,3
12408,32,5,2888.55,3
16967,189,1,319.0199999999999,0
17866,142,1,329.65,0
13878,54,1,1281.53,3
15621,4,4,1293.03,3
15587,50,4,913.6800000000001,3
17790,26,14,1965.5500000000002,3
16458,2,18,3482.74,3
17238,2,17,3744.6499999999996,3
15544,9,9,3546.7099999999996,3
18171,58,5,1231.31,3
14470,11,2,461.18999999999994,3
13743,2,7,1341.6000000000001,3
16668,15,6,306.71999999999997,3
14195,201,2,1011.9999999999999,0
17874,185,6,683.4600000000002,0
14205,16,2,466.70000000000005,3
14350,274,1,282.92999999999995,0
13316,37,4,5977.73,3
12565,288,1,145.92,0
14998,170,2,429.87,0
18018,108,2,122.13999999999999,0
14972,128,1,114.77000000000002,0
18215,89,1,299.34000000000003,0
13356,80,1,768.2400000000001,3
16372,33,2,367.9299999999999,3
17205,53,1,384.08,3
15725,15,1,415.2500000000001,3
13596,5,2,697.0399999999998,3
17596,23,7,2827.93,3
18118,10,26,5653.82,3
17682,10,6,2474.33,3
12853,134,6,1957.1000000000001,0
13571,12,12,2092.3199999999997,3
15724,201,2,218.25,0
13226,273,1,108.21000000000001,0
13887,204,1,349.54999999999995,0
16965,226,1,201.19,0
15704,140,4,2293.62,0
15537,163,1,110.92000000000003,0
15076,172,1,880.8500000000004,0
14847,148,1,309.4,0
14079,124,1,375.09999999999997,0
13470,99,2,165.0,0
17433,88,1,303.16,0
17564,24,3,454.01000000000005,3
17222,65,1,354.15,3
16895,64,1,219.13999999999996,3
14815,36,2,778.5,3
13858,57,1,216.16999999999996,3
15478,40,2,1441.42,3
12966,9,1,160.18,3
17675,1,31,20374.279999999995,3
16393,2,13,3046.21,3
14355,365,1,174.4,0
12867,26,7,4036.82,3
18168,176,6,1169.94,0
15562,351,1,134.55,0
12574,315,1,218.45000000000002,0
14163,87,4,2445.91,3
17574,242,1,185.64999999999998,0
12360,52,3,2662.06,3
17157,7,2,319.0,3
12638,33,1,671.69,3
15355,29,2,277.05,3
16811,4,2,547.0699999999999,3
17772,10,2,182.77000000000004,3
12442,3,1,172.06,3
13428,10,1,218.46999999999994,3
17025,60,3,357.77,3
16907,29,5,981.65,3
15996,88,6,1060.68,3
17894,71,8,1119.8100000000002,3
12346,325,1,77183.6,0
17889,212,2,203.87,0
16643,245,1,487.51,0
13533,182,3,270.79,0
16214,170,3,1062.75,0
14338,161,2,588.2199999999999,0
12461,94,2,826.8800000000001,0
16278,100,1,566.3799999999999,0
16909,72,1,379.14000000000004,3
15963,19,2,470.76,3
14967,49,1,463.8,3
12491,38,1,460.4000000000001,3
17901,29,1,110.38000000000001,3
17680,23,1,184.39999999999998,3
14290,11,5,2314.6499999999996,3
17937,8,7,4301.22,3
15482,15,12,11054.96,3
18037,154,6,70.02,0
17091,2,9,3827.76,3
12500,23,11,4257.82,3
17517,308,1,153.94,0
12993,23,4,414.76000000000005,3
13712,246,1,228.83999999999997,0
14198,18,4,701.4,3
13529,78,2,307.76,3
15098,182,3,39916.5,0
13583,155,1,781.0300000000002,0
13991,12,6,855.97,3
14387,32,3,1770.56,3
13247,17,4,501.11999999999995,3
13067,82,1,115.46000000000002,0
17506,75,1,302.2,3
14547,3,8,4007.539999999999,3
12936,17,4,1063.9,3
14216,3,4,1839.2999999999997,3
15977,17,2,1054.73,3
17313,31,1,2328.8399999999997,3
15044,19,17,7700.230000000001,3
14031,7,19,17286.86,3
17198,23,3,692.2199999999999,3
12576,35,5,1315.83,3
14603,274,1,660.0,0
16780,100,2,425.18999999999994,0
13120,238,1,30.599999999999998,0
15852,186,2,160.71,0
16113,183,1,161.38000000000002,0
14104,154,2,216.21,0
14542,185,1,103.25000000000001,0
16305,138,1,361.2199999999999,0
14495,50,2,123.8,3
15639,134,1,425.31999999999994,0
17513,72,1,513.2,3
13801,66,1,324.79999999999995,3
12719,5,2,644.95,3
13690,59,1,172.25,3
16284,31,2,823.97,3
17419,11,12,4226.57,3
18044,4,10,2088.6,3
13880,21,13,3219.7699999999995,3
15547,7,14,4954.839999999999,3
14643,170,2,693.8100000000001,0
14150,35,2,658.6400000000001,3
17976,372,1,353.18999999999994,0
15171,331,1,1289.5,0
13659,205,2,1573.2,0
15812,107,5,1801.1400000000003,0
15145,4,4,1194.7299999999998,3
17830,1,3,398.7,3
16756,214,1,239.4,0
18235,71,3,1796.4800000000002,3
17058,81,3,1179.89,3
15238,29,3,1071.99,3
14389,65,2,1043.46,3
12743,134,2,546.43,0
17728,3,3,2876.0100000000016,3
16902,116,1,1706.88,0
16613,70,1,618.59,3
16406,18,1,163.07,3
14052,19,1,225.35999999999993,3
18074,373,1,489.6,0
17732,372,1,303.97,0
14396,65,2,487.98999999999995,3
16327,14,6,3844.2199999999993,3
17609,40,5,1112.2199999999998,3
16745,86,17,7194.299999999997,3
13784,9,11,2462.79,3
17560,94,4,854.9499999999999,3
15753,304,1,79.2,0
17652,25,12,4867.72,3
17698,260,1,154.95000000000002,0
14408,10,7,2606.5299999999997,3
14273,51,4,559.97,3
15128,60,4,1471.0,3
12871,84,2,380.64,3
14500,88,3,356.85,3
15280,172,1,113.12,0
12644,129,1,477.9100000000001,0
15307,95,1,205.3,0
13314,1,3,775.9400000000003,3
16597,4,1,90.04000000000002,3
17789,281,1,225.9,0
16353,3,23,6675.710000000001,3
16863,31,2,502.8,3
14735,3,32,6065.6900000000005,3
16081,56,5,2806.9,3
14248,318,1,302.58,0
15939,89,15,6115.01,3
13630,5,7,2031.7800000000002,3
13675,151,2,486.82,0
17394,219,1,203.86999999999995,0
16116,211,1,612.7800000000001,0
12409,78,3,11072.67,3
15074,105,1,748.8700000000002,0
12579,78,1,440.41999999999996,3
16513,4,4,874.5900000000001,3
15010,35,1,308.94000000000005,3
15432,23,1,171.19,3
17949,1,45,58510.479999999996,2
15646,157,3,447.64,0
12472,32,7,6572.110000000001,3
14472,103,8,1936.8399999999997,3
17757,1,30,5605.290000000001,3
12481,22,10,5596.32,3
14282,3,15,3729.3399999999997,3
15607,336,1,104.76,0
17980,165,3,811.45,0
13959,79,3,598.2,3
16805,173,2,460.5899999999999,0
13581,309,1,117.99999999999999,0
12356,22,3,2811.4300000000003,3
13634,33,5,1575.1599999999996,3
12435,79,2,7829.889999999999,3
12955,1,11,4757.16,3
18080,18,2,1231.5,3
16806,103,4,801.49,0
16587,232,1,225.14999999999995,0
16226,203,3,255.12,0
16185,16,2,529.41,3
13213,56,5,1520.58,3
13300,169,1,371.89000000000004,0
13430,18,2,679.45,3
12824,59,1,397.11999999999995,3
16747,37,2,836.06,3
12827,5,3,430.15,3
17274,35,1,111.98000000000002,3
17357,24,2,388.1399999999999,3
17767,15,1,271.20000000000005,3
14156,9,55,117379.63,2
17629,5,8,1814.12,3
17655,10,7,2638.9400000000005,3
15133,127,3,982.4200000000001,0
13049,64,2,656.6800000000001,3
12578,21,2,2794.5099999999993,3
15114,30,10,2760.5599999999995,3
16767,30,11,5580.6,3
16979,3,6,1852.0,3
15367,57,4,1877.5899999999997,3
15241,66,8,1756.44,3
14339,242,1,309.52,0
13384,30,7,4151.93,3
16247,170,1,114.56,0
12917,128,1,594.0,0
16536,110,1,548.97,0
13193,61,1,117.88000000000001,3
17330,22,2,363.9,3
17186,46,2,144.0,3
12863,52,1,521.2,3
16098,87,7,2005.6299999999999,3
14896,204,2,468.77,0
16716,266,2,901.2,0
15626,74,2,675.8,3
14475,71,3,925.8500000000001,3
12654,10,5,601.98,3
17843,303,1,205.48000000000002,0
13892,26,4,632.97,3
15695,266,2,409.9800000000001,0
13239,261,1,329.56,0
14890,253,1,125.65,0
16319,217,1,404.40000000000003,0
13456,17,6,1766.7200000000003,3
16446,0,2,168472.5,1
17759,17,3,834.9899999999999,3
17948,147,1,358.56000000000006,0
18027,98,1,115.30999999999999,0
14234,22,4,775.4600000000003,3
14518,64,1,174.37,3
13670,75,1,349.70000000000016,3
14882,26,2,589.7,3
13182,45,1,121.17999999999999,3
12762,7,2,1898.5200000000007,3
13403,17,1,75.0,3
17510,24,1,308.48,3
15311,0,91,60767.89999999999,2
17634,36,9,2361.9700000000007,3
13047,31,10,3237.54,3
16122,73,4,684.4200000000001,3
16315,330,1,226.37,0
13802,138,3,4599.42,0
12365,291,2,641.38,0
17705,3,9,1823.52,3
15057,275,2,1489.5,0
15785,32,5,2328.97,3
16655,17,6,3794.5200000000004,3
14483,281,1,137.10000000000002,0
13509,8,7,979.72,3
13654,43,6,2707.3299999999995,3
12593,108,3,418.1,0
13761,50,2,1070.65,3
14823,180,3,321.42999999999995,0
12974,197,1,144.8,0
12919,8,6,1335.19,3
16147,133,1,375.0,0
12879,44,3,573.22,3
13260,61,1,557.6200000000001,3
13471,1,4,2531.58,3
15870,32,1,354.0899999999999,3
14675,16,1,604.7499999999999,3
17806,11,1,546.0399999999998,3
12651,334,1,114.00000000000003,0
13652,45,3,1095.08,3
12877,3,12,1535.7700000000004,3
17572,71,4,226.75,3
13029,30,3,1247.5,3
16926,371,1,230.25000000000003,0
16552,242,2,379.73,0
14657,17,4,848.2199999999998,3
17571,50,4,1498.5100000000002,3
17864,12,3,597.5,3
13242,112,3,270.4,0
14640,24,6,2125.08,3
12358,1,2,1168.06,3
18099,127,1,168.31000000000003,0
16820,95,1,497.61000000000007,0
13514,73,1,152.20000000000002,3
15113,9,3,3609.3300000000004,3
15066,53,1,893.59,3
14793,21,1,228.99,3
13844,11,1,361.62,3
13982,39,4,1871.8099999999997,3
17230,264,8,3638.4100000000003,0
16719,14,7,1790.42,3
17722,96,4,2424.04,3
17515,31,4,639.02,3
16842,100,3,1264.19,0
16014,37,3,662.3799999999999,3
13044,291,1,560.4700000000001,0
15797,113,4,2207.4,0
17362,239,2,312.23,0
14006,115,3,962.1899999999999,0
17080,22,2,287.62,3
14004,43,7,4582.64,3
14403,130,4,1475.81,0
13650,16,6,1836.34,3
15408,264,1,267.17999999999995,0
14649,4,4,1417.2899999999995,3
12424,162,2,1760.9600000000003,0
12562,8,7,3781.74,3
17899,159,1,155.79999999999998,0
15247,122,1,356.0,0
12981,29,2,372.22,3
14918,115,2,1610.15,0
16910,4,8,1510.06,3
15947,82,1,1708.2400000000002,3
14080,32,1,45.599999999999994,3
12904,18,2,509.5799999999999,3
14799,51,1,157.7,3
15039,9,47,19914.44000000001,2
14533,24,7,1949.7200000000003,3
16746,4,18,6697.660000000001,3
16905,5,7,3102.4300000000003,3
13094,21,12,1927.3200000000004,3
14524,31,9,1867.6800000000003,3
13786,367,1,230.4,0
17324,17,4,990.23,3
12567,22,10,9401.279999999999,3
15189,1,41,16225.390000000003,2
17373,40,4,646.92,3
13908,79,4,2369.55,3
17594,85,2,993.1800000000001,3
13803,255,1,277.07000000000005,0
14145,46,4,3742.2,3
14152,75,2,621.29,3
12821,214,1,92.72,0
13466,184,1,307.90000000000003,0
13737,200,1,339.59999999999997,0
13791,127,2,1516.0,0
14522,24,4,974.54,3
14208,94,1,151.73999999999998,0
15466,85,1,334.53000000000014,0
12729,113,1,453.0100000000001,0
16120,59,4,1309.14,3
13271,37,1,217.3799999999999,3
16666,19,1,118.98,3
12374,25,1,742.93,3
14126,7,3,706.1300000000001,3
17385,14,1,261.11000000000007,3
12650,3,1,314.44,3
12691,28,6,1035.8,3
12849,31,2,1050.8899999999999,3
16146,157,3,734.13,0
16697,241,1,112.75000000000001,0
16099,50,3,731.9,3
18241,9,17,2073.0899999999997,3
17615,130,3,329.6,0
17429,128,3,524.9200000000001,0
16764,3,13,2799.2499999999995,3
13621,116,1,213.85,0
14508,22,2,276.41999999999996,3
13375,88,1,778.6499999999997,0
18035,35,3,730.3999999999997,3
13447,23,3,1129.1399999999999,3
14968,30,1,147.59,3
15419,24,1,135.86,3
15463,29,1,126.14,3
13408,1,62,28117.039999999986,2
17760,21,2,287.59000000000003,3
16612,32,4,1187.66,3
14548,150,2,652.8,0
14276,98,3,1119.7399999999998,0
18008,70,9,2116.19,3
13345,287,1,389.50000000000006,0
13722,131,3,2375.4100000000008,0
14353,215,1,90.6,0
16628,29,5,2188.05,3
17991,225,2,93.35000000000001,0
14280,196,1,134.04,0
16829,156,1,197.22,0
15901,16,3,363.88000000000005,3
12390,79,1,549.8399999999999,3
13812,42,3,539.0,3
13721,36,1,524.14,3
13914,11,2,626.45,3
17896,23,1,256.32,3
17286,21,1,153.92000000000004,3
15379,169,7,3703.290000000001,0
15752,39,7,2637.38,3
15916,16,8,1528.0900000000001,3
12956,306,1,108.07,0
12929,311,1,117.85000000000001,0
14662,28,4,771.1700000000003,3
13955,154,2,322.96000000000004,0
12909,39,5,2178.67,3
16142,249,1,535.3400000000001,0
18213,236,1,232.48000000000002,0
18121,149,2,673.1000000000001,0
13388,131,2,677.1,0
16627,79,1,322.8,3
17958,116,1,508.4599999999999,0
16826,51,1,341.70000000000005,3
16720,26,1,155.23999999999998,3
18139,17,6,8438.340000000002,3
17636,19,1,285.56,3
12475,53,1,723.38,3
14527,2,55,8508.82,2
17026,185,2,154.82999999999998,0
14001,45,3,2043.08,3
17964,31,2,471.70000000000005,3
13579,14,2,467.03999999999996,3
15823,372,1,15.0,0
18087,98,2,4055.7199999999993,0
16235,40,5,867.3100000000001,3
14541,58,8,1461.65,3
16133,3,33,14589.039999999997,3
15755,10,6,2364.25,3
12350,310,1,334.40000000000003,0
14476,257,1,215.7,0
12520,79,5,2634.260000000001,3
18177,31,6,1341.42,3
13216,267,1,333.74,0
17120,233,1,307.46,0
15825,172,1,532.94,0
16358,1,4,2027.5000000000005,3
14716,43,2,329.68,3
14434,21,6,1372.8,3
13460,29,2,183.44,3
16070,22,2,852.1499999999999,3
12452,16,2,430.57000000000005,3
14382,26,1,626.07,3
12531,14,1,125.22,3
14219,4,1,89.94,3
18219,2,10,2069.77,3
13050,14,17,5836.86,3
13065,373,1,205.85999999999999,0
14825,3,12,2226.9100000000003,3
17062,313,4,538.37,0
17968,373,1,277.34999999999997,0
15889,156,2,446.8699999999999,0
12591,317,1,452.84999999999985,0
17138,275,1,380.5,0
15832,254,1,836.7899999999998,0
15031,4,4,668.14,3
15668,217,1,76.32000000000001,0
13485,233,1,454.24,0
15117,14,5,1551.7799999999997,3
15325,103,1,162.2899999999999,0
13321,72,2,567.3599999999999,3
15175,71,1,224.14000000000007,3
16846,50,1,214.32000000000002,3
16445,33,1,230.51000000000002,3
15814,16,4,1945.3300000000004,3
12587,7,1,144.0,3
15862,8,4,832.8799999999999,3
15018,38,3,496.21,3
13458,7,14,9646.570000000002,3
12808,36,3,483.65,3
16402,264,2,299.5999999999999,0
14952,59,11,8099.490000000001,3
16770,57,5,770.1000000000001,3
13629,23,11,7792.36,3
13148,29,12,3707.12,3
16726,26,5,1382.02,3
16333,7,22,26626.800000000003,3
15218,10,11,5756.89,3
13453,165,2,356.97999999999996,0
14165,275,1,122.53999999999999,0
12598,9,8,3023.0800000000004,3
18040,19,2,357.20000000000005,3
16457,218,1,208.36,0
14482,18,6,2068.1499999999996,3
18150,32,3,566.5799999999999,3
17879,173,1,178.51999999999998,0
16880,30,7,1519.0800000000002,3
12830,37,6,6814.639999999999,3
14143,133,1,115.8,0
13355,122,1,674.7,0
16761,96,1,316.61999999999995,0
17427,71,1,100.8,3
16416,26,3,1051.3999999999996,3
15115,18,1,340.11000000000007,3
13449,23,1,291.88,3
15458,25,1,161.64,3
17052,28,1,413.75000000000006,3
15464,338,1,1048.8500000000006,0
12515,353,1,383.7,0
17884,3,4,717.4499999999999,3
17888,21,8,726.05,3
17567,7,8,4331.48,3
17095,22,3,1324.1599999999999,3
14242,234,2,280.54999999999995,0
13884,7,5,787.6,3
13493,275,2,618.63,0
13452,259,2,590.0,0
13772,33,3,1132.1299999999999,3
18246,23,2,596.1,3
16424,191,1,133.56,0
17703,35,3,798.74,3
13099,99,1,207.35999999999999,0
18222,92,1,443.0,0
13810,28,3,1499.01,3
13390,74,1,544.0799999999999,3
14416,22,2,490.22,3
14585,50,1,157.05,3
15853,51,1,110.80000000000001,3
18117,25,1,320.71999999999997,3
14204,2,1,161.02999999999997,3
15038,58,6,705.49,3
13807,367,1,112.6,0
17913,58,2,411.59999999999997,3
16016,3,8,1508.7599999999998,3
18077,8,11,2633.01,3
15012,53,2,423.0399999999999,3
13255,9,2,399.51,3
13496,10,2,653.33,3
18093,93,4,2106.52,3
15415,313,1,572.8099999999998,0
16509,296,1,363.7,0
17906,247,1,72.9,0
14619,245,1,394.43999999999994,0
14645,156,2,597.09,0
14473,74,2,234.34000000000003,3
15400,92,5,716.2,3
16777,80,2,226.35000000000002,3
13752,124,6,1186.2800000000002,0
13657,10,2,382.14,3
13417,4,2,640.83,3
14905,157,2,616.15,0
13805,52,2,924.5999999999999,3
13291,155,1,361.10999999999996,0
18255,89,1,103.3,0
17183,7,6,3347.31,3
17736,9,3,377.4399999999999,3
17528,1,8,3628.5,3
17878,43,1,379.45000000000005,3
17221,7,2,335.13,3
12702,19,1,219.0,3
12445,22,1,133.4,3
15314,199,1,327.97,0
16539,2,4,1388.81,3
17691,358,2,290.4,0
12423,0,8,1859.3100000000004,3
14889,336,1,135.9,0
17787,152,4,1865.1899999999998,0
15649,336,2,816.0,0
12561,302,1,238.85,0
13911,57,9,2580.9100000000003,3
14586,276,1,237.35999999999996,0
12613,57,5,3344.38,3
12457,66,7,2363.23,3
15230,239,2,429.6,0
12506,232,1,73.50000000000003,0
14034,22,3,651.8199999999999,3
16929,3,7,1295.39,3
14108,30,2,597.9100000000001,3
13927,74,1,348.99,3
15327,52,1,208.75000000000003,3
17500,17,3,1138.0,3
12538,29,1,363.95,3
13199,3,38,9817.119999999999,3
14800,47,12,4339.74,3
17873,80,5,1859.1599999999999,3
15194,3,15,7616.530000000001,3
17812,12,4,732.1599999999999,3
17314,24,8,2527.9199999999996,3
15410,84,8,3450.84,3
17045,113,3,339.43999999999994,0
16297,268,1,301.90000000000003,0
14038,78,3,1560.38,3
12353,204,1,89.0,0
13917,49,2,272.03999999999996,3
16464,19,3,1314.6799999999998,3
13016,73,3,789.8899999999999,3
15342,129,1,406.0899999999999,0
15567,18,1,186.01000000000002,3
13948,360,1,101.99999999999999,0
15394,9,4,2183.54,3
15514,12,11,4139.46,3
17643,373,1,101.55000000000001,0
16899,7,6,1281.56,3
16218,29,7,3084.68,3
14209,10,6,2073.4300000000003,3
17669,42,7,3406.72,3
18183,227,2,632.07,0
14880,77,3,706.19,3
14818,73,3,657.8,3
15319,283,1,204.5,0
17455,203,1,131.7,0
14931,4,5,1257.6800000000003,3
17718,232,1,139.35,0
17160,31,6,3518.0300000000007,3
17900,190,2,112.19999999999999,0
13919,59,2,384.80999999999995,3
13177,64,1,282.45,3
15468,51,2,467.50999999999993,3
13146,26,1,228.91,3
15877,1,2,493.28,3
17911,9,1,366.23,3
16856,14,1,35.400000000000006,3
12989,3,15,6924.11,3
13221,240,2,847.4100000000002,0
17126,152,5,1004.7500000000001,0
14932,365,1,363.53,0
13305,4,10,2000.8600000000001,3
14431,302,1,470.35999999999996,0
13008,323,1,229.47000000000003,0
15110,23,4,996.1000000000001,3
13703,318,1,99.5,0
16554,42,3,837.1000000000001,3
12679,58,4,1113.0200000000002,3
14535,60,3,2864.189999999999,3
13711,218,2,252.06,0
17166,38,2,206.33999999999997,3
14551,18,2,186.23000000000002,3
18265,72,2,801.5100000000001,3
12815,147,2,1063.4599999999998,0
18237,2,5,987.1,3
15374,128,1,168.0,0
15786,46,3,4932.2000000000035,3
17777,24,3,665.8600000000001,3
12925,4,2,694.05,3
15243,74,1,316.68,3
12630,9,2,1270.88,3
17069,28,9,2709.7,3
14060,4,19,6140.419999999999,3
13097,32,10,6010.42,3
17965,37,14,2622.5699999999997,3
13869,123,4,3104.9499999999985,0
16351,332,1,153.9,0
17742,113,2,355.11,0
17291,308,1,550.8000000000001,0
12836,59,4,2612.86,3
14616,242,3,406.08000000000004,0
14499,26,3,815.3199999999999,3
16592,4,16,4113.679999999999,3
17781,159,2,188.01999999999998,0
15530,21,4,1502.35,3
14246,110,3,1474.0600000000002,0
15049,273,1,121.17000000000002,0
13856,168,3,388.5,0
17505,161,2,1145.8400000000001,0
14584,169,4,1042.2599999999998,0
16461,177,1,151.42,0
18081,36,3,343.45000000000005,3
12688,113,1,4873.810000000005,0
12839,2,14,5591.420000000001,3
16781,372,1,311.24999999999994,0
14414,91,7,1496.98,3
13328,316,1,1308.48,0
16387,322,1,94.36,0
13707,267,2,806.4099999999999,0
16080,81,2,217.16000000000003,3
16187,31,15,6911.440000000001,3
16495,3,3,684.4099999999999,3
13577,25,4,1687.6,3
17245,204,1,171.45,0
15329,39,3,1049.7000000000003,3
16653,16,2,1212.6600000000003,3
17666,3,2,728.16,3
17934,51,2,704.25,3
15930,67,1,426.63000000000017,3
17824,51,1,298.4,3
13418,11,18,6127.43,3
12686,371,1,89.14,0
14334,16,8,2552.21,3
13890,1,10,1883.8100000000002,3
18190,192,2,284.46,0
14264,154,2,333.97,0
17043,32,4,1735.1799999999998,3
16678,2,12,3109.99,3
16377,267,1,676.2,0
18211,25,5,600.0700000000002,3
16341,24,4,1971.8700000000003,3
13136,56,5,2607.6099999999997,3
15469,50,2,538.55,3
17947,37,1,176.68,3
14385,9,3,202.10999999999999,3
12370,51,4,3545.6900000000005,3
17524,361,1,145.0,0
16893,366,1,145.93000000000004,0
15204,357,1,316.58000000000004,0
14448,9,2,375.35,3
12775,17,5,1386.04,3
13381,31,6,3639.31,3
15236,298,1,321.05,0
17323,15,7,921.07,3
13792,66,2,195.55,3
12817,281,1,166.04,0
16626,0,17,4413.1,3
15457,262,1,237.07000000000002,0
15106,17,5,1422.5199999999998,3
17550,197,3,267.15999999999997,0
17630,169,2,503.5999999999999,0
15172,8,5,1624.0500000000002,3
17384,19,2,336.4,3
14311,242,1,310.26,0
13461,38,3,1445.0,3
15585,176,1,455.30000000000007,0
17694,141,1,283.12000000000006,0
17111,47,1,248.60999999999999,3
17608,33,2,193.42000000000007,3
14158,40,1,507.66000000000014,3
14725,24,1,718.08,3
18058,9,1,170.16,3
13767,2,37,17220.359999999997,3
17191,28,7,2095.13,3
14237,373,1,161.00000000000003,0
13615,318,1,417.6900000000001,0
14620,205,2,412.78,0
15834,70,4,2233.7499999999995,3
18108,254,1,271.0,0
13026,1,5,975.3600000000001,3
14066,266,1,152.55,0
17535,280,1,164.39999999999998,0
13282,18,3,1132.14,3
17483,65,3,414.04,3
15505,52,5,3610.96,3
13827,57,3,412.05,3
17935,138,2,145.79,0
17100,18,2,971.74,3
15460,354,1,216.76,0
15953,15,8,1659.38,3
18092,2,11,9068.26,3
16891,1,5,809.6999999999998,3
14709,15,13,4921.04,3
15885,92,3,379.34999999999997,0
13133,273,2,109.8,0
13157,49,4,1741.2199999999998,3
15632,15,8,3285.3099999999995,3
17898,85,2,152.05999999999997,3
14326,242,1,183.85,0
17046,157,1,642.0199999999999,0
14891,148,2,554.38,0
15322,85,1,679.6799999999998,0
13210,93,1,353.47999999999996,0
17509,57,8,6115.14,3
12357,33,1,6207.669999999996,3
16771,33,5,2246.81,3
15028,8,4,627.1299999999999,3
12395,19,12,3018.6299999999997,3
13030,11,2,799.4799999999999,3
16634,222,2,217.9,0
17282,130,3,1703.4099999999999,0
16998,149,4,295.0,0
18272,2,6,3078.5800000000004,3
16992,10,5,1614.31,3
14854,78,7,2759.83,3
17995,281,1,76.1,0
13134,85,4,1793.58,3
16849,186,1,124.57,0
16018,39,2,408.9,3
17660,141,1,196.0,0
13302,155,1,63.75,0
15232,113,2,612.06,0
15652,91,1,337.74,0
18001,12,2,417.23,3
12446,57,1,1002.3099999999998,3
18274,30,1,175.92000000000002,3
17650,21,1,166.07999999999998,3
14217,1,17,2004.9799999999998,3
14680,25,16,28754.11,3
13004,11,18,5655.91,3
14037,176,2,147.20000000000005,0
17220,24,14,3198.2500000000014,3
16795,365,1,414.88000000000005,0
17358,303,2,365.84999999999997,0
14970,68,4,1592.06,3
15443,1,7,3236.9099999999994,3
15809,36,5,515.77,3
16728,46,4,1054.67,3
17492,248,1,374.57,0
17932,29,3,1331.5699999999997,3
16545,164,1,339.3,0
13682,187,1,59.5,0
17939,159,1,99.14000000000003,0
17941,130,1,304.56,0
13681,17,4,827.8300000000002,3
16272,116,1,411.7000000000001,0
16796,89,1,305.62,0
15473,14,7,1771.2,3
15264,64,1,393.74000000000007,3
14887,79,1,1862.0,3
15783,10,1,246.3,3
13369,365,1,308.28000000000003,0
18283,3,16,2094.88,3
15023,3,11,6802.76,3
14099,16,11,3104.17,3
15353,254,2,777.02,0
18245,7,7,2567.06,3
17165,284,1,158.68,0
14930,108,3,2372.8599999999997,0
17768,8,3,2273.1800000000003,3
13200,19,4,870.0900000000001,3
14359,19,3,912.1800000000001,3
18167,23,3,1384.8600000000001,3
15075,77,1,773.0300000000002,3
13980,60,1,200.14000000000001,3
13886,71,1,243.56000000000003,3
14578,3,1,168.63,3
13017,7,1,204.0,3
17850,372,34,5391.209999999999,0
12766,3,7,6989.629999999999,3
14135,1,15,4690.3099999999995,3
13800,309,1,558.3199999999997,0
17255,40,2,298.41,3
17152,194,3,1689.5,0
17663,25,7,1802.9100000000003,3
17624,14,2,843.48,3
16933,1,2,563.2300000000001,3
16450,149,1,311.92,0
14855,119,2,645.65,0
17779,21,3,658.5699999999999,3
17475,79,1,194.36999999999995,3
12640,23,3,1174.58,3
15511,11,5,909.23,3
14624,57,2,225.84999999999997,3
15277,46,1,255.89999999999998,3
13897,50,1,311.15999999999997,3
16784,19,1,107.6,3
17359,11,1,127.85999999999999,3
15750,2,8,2465.4799999999996,3
12348,75,4,1797.24,3
12738,372,1,155.35,0
16743,29,7,2238.0899999999997,3
17978,365,1,300.91999999999996,0
16395,60,5,1486.9,3
15058,25,11,2124.9900000000002,3
16765,294,1,34.0,0
15174,322,1,135.75,0
13341,260,1,775.8499999999999,0
16792,282,2,110.38000000000001,0
16031,92,2,548.94,0
16584,80,2,936.0800000000002,3
13562,81,3,1799.33,3
13510,1,4,1791.56,3
13568,173,1,192.85000000000005,0
14452,10,2,264.44000000000005,3
16460,28,3,814.7199999999999,3
16773,57,1,171.59,3
13558,5,4,605.06,3
16020,16,3,851.0100000000001,3
17006,4,4,781.7800000000001,3
16011,8,16,3362.710000000001,3
13680,1,4,3722.4199999999996,3
15769,7,26,56252.72,2
14082,364,1,182.24999999999997,0
16221,36,3,864.86,3
13748,95,5,948.2499999999999,3
15670,296,1,173.05,0
15129,50,11,3447.3999999999996,3
13939,23,3,568.55,3
13118,19,5,1197.8100000000002,3
14348,260,1,409.57,0
17625,18,4,2047.0,3
14111,14,4,692.85,3
15618,32,4,776.8509999999999,3
14567,56,2,1530.3600000000001,3
12420,63,1,600.3900000000001,3
12512,66,2,138.03000000000006,3
15043,31,1,537.0,3
12544,36,1,372.7,3
13108,372,1,350.05999999999995,0
15898,1,5,1388.88,3
16477,63,7,2494.46,3
13077,1,4,729.2700000000001,3
18212,326,1,248.41999999999993,0
17499,289,1,622.88,0
16085,23,5,981.5100000000001,3
12842,70,2,1118.99,3
14964,247,1,206.21,0
16859,144,2,747.81,0
13486,78,3,1122.41,3
13194,135,1,60.7,0
18194,82,1,973.8399999999999,0
