CustomerID,Recency,Frequency,Monetary,LoyaltyScore,AvgBasketSize,Returns,SupportTickets,ReferralCount,AvgSessionTime,segment_id,segment_name,churn,churn_prediction,churn_probability
1374,230,1,926.74,42,3.64,3,6,16,13.17,0,Needs Attention,1,1.0,1.0
1495,193,1,854.18,26,1.8,0,0,16,28.87,0,Needs Attention,1,1.0,1.0
1195,10,1,916.55,100,1.33,2,0,12,80.23,2,Champions,0,0.0,0.0
1229,20,1,385.84,17,2.19,2,0,16,81.13,2,Champions,0,0.0,0.0
1305,198,1,154.15,93,5.09,2,6,15,11.14,0,Needs Attention,1,1.0,1.0
1381,227,1,925.91,38,2.15,3,8,2,21.94,0,Needs Attention,1,1.0,1.0
1297,213,1,135.4,13,1.11,3,3,7,65.68,2,Champions,1,1.0,1.0
1313,120,1,430.4,18,4.38,0,8,3,84.45,3,Loyalists,0,0.0,0.0
1388,348,1,832.34,2,6.52,2,5,14,42.52,1,Occasional Shoppers,1,1.0,1.0
1200,175,1,670.27,63,9.43,3,2,9,59.5,1,Occasional Shoppers,0,0.0,0.0
1234,243,1,173.03,80,7.88,3,4,8,15.16,0,Needs Attention,1,1.0,1.0
1412,44,1,802.81,10,2.48,2,8,0,36.47,0,Needs Attention,0,0.0,0.0
1463,338,1,995.01,39,4.52,3,4,14,37.86,1,Occasional Shoppers,1,1.0,1.0
1001,171,1,227.22,40,7.21,4,1,12,47.37,2,Champions,0,0.0,0.0
1020,270,1,986.78,89,7.01,0,6,16,11.46,0,Needs Attention,1,1.0,1.0
1230,40,1,285.33,76,8.76,4,3,15,98.72,1,Occasional Shoppers,0,0.0,0.0
1261,165,1,197.81,75,1.52,1,5,8,97.77,3,Loyalists,0,0.0,0.0
1317,225,1,182.96,96,9.03,2,9,4,22.96,1,Occasional Shoppers,1,1.0,1.0
1006,265,1,685.52,33,6.86,2,6,7,77.48,1,Occasional Shoppers,1,1.0,1.0
1134,358,1,166.92,27,7.46,2,2,17,43.37,0,Needs Attention,1,1.0,1.0
1058,145,1,491.52,64,1.16,1,4,15,27.29,0,Needs Attention,0,0.0,0.0
1081,101,1,85.17,91,2.63,1,7,12,107.45,3,Loyalists,0,0.0,0.0
1209,166,1,85.73,72,9.93,4,5,3,63.31,1,Occasional Shoppers,0,0.0,0.0
1347,2,1,261.47,49,4.18,3,9,4,74.79,2,Champions,0,0.0,0.0
1356,73,1,154.08,36,7.88,0,4,14,37.95,3,Loyalists,0,0.0,0.0
1104,269,1,901.58,11,9.1,4,0,15,105.11,1,Occasional Shoppers,1,1.0,1.0
1094,248,1,879.66,64,6.7,2,9,4,75.87,1,Occasional Shoppers,1,1.0,1.0
1007,54,1,793.39,6,1.96,3,2,3,33.56,2,Champions,0,0.0,0.0
1098,153,1,389.41,36,8.96,2,2,9,67.2,3,Loyalists,0,0.0,0.0
1346,79,1,446.13,50,7.64,0,0,18,14.73,3,Loyalists,0,0.0,0.0
1401,185,1,332.38,45,7.8,1,1,5,22.82,3,Loyalists,1,1.0,1.0
1443,13,1,945.84,26,4.2,0,6,17,92.68,3,Loyalists,0,0.0,0.0
1459,108,1,76.69,89,5.04,3,9,6,37.04,0,Needs Attention,0,0.0,0.0
1354,349,1,109.75,79,1.89,0,9,19,27.62,0,Needs Attention,1,1.0,1.0
1214,146,1,206.87,82,8.36,3,8,14,99.51,1,Occasional Shoppers,0,0.0,0.0
1414,112,1,363.7,94,7.53,3,5,9,14.46,0,Needs Attention,0,0.0,0.0
1102,180,1,512.67,7,4.7,3,1,1,62.51,2,Champions,0,0.0,2.6554950161017388e-06
1343,84,1,733.62,20,1.64,2,7,17,10.98,0,Needs Attention,0,0.0,0.0
1333,7,1,50.56,94,1.6,4,2,10,66.63,2,Champions,0,0.0,0.0
1442,234,1,881.54,20,2.69,4,3,17,57.21,2,Champions,1,1.0,1.0
1039,123,1,820.73,39,6.43,4,9,13,33.75,1,Occasional Shoppers,0,0.0,0.0
1110,45,1,941.04,75,4.81,1,4,9,43.78,0,Needs Attention,0,0.0,0.0
1320,268,1,611.09,3,3.84,1,5,13,25.63,0,Needs Attention,1,1.0,1.0
1325,343,1,724.66,93,1.35,4,1,18,24.52,2,Champions,1,1.0,1.0
1405,70,1,248.3,11,7.99,0,7,0,69.79,3,Loyalists,0,0.0,0.0
1447,79,1,991.35,70,7.85,2,5,14,25.18,1,Occasional Shoppers,0,0.0,0.0
1049,273,1,337.21,66,4.42,3,3,16,42.58,0,Needs Attention,1,1.0,1.0
1389,309,1,56.27,70,9.49,3,5,5,39.43,1,Occasional Shoppers,1,1.0,1.0
1147,184,1,472.77,57,3.04,3,7,12,105.9,2,Champions,1,1.0,1.0
1484,313,1,559.84,86,1.69,2,3,12,96.15,2,Champions,1,1.0,1.0
1126,197,1,879.23,75,4.52,1,6,16,34.13,0,Needs Attention,1,1.0,1.0
1368,252,1,499.64,99,7.97,0,2,4,117.16,3,Loyalists,1,1.0,1.0
1421,361,1,772.91,1,6.31,2,5,0,88.38,1,Occasional Shoppers,1,1.0,1.0
1492,295,1,235.78,30,2.33,0,1,18,110.89,3,Loyalists,1,1.0,1.0
1213,343,1,221.04,64,2.05,1,1,3,49.02,3,Loyalists,1,1.0,1.0
1419,96,1,876.2,43,7.6,4,9,1,53.14,1,Occasional Shoppers,0,0.0,0.0
1071,101,1,482.14,79,3.56,3,7,11,18.52,0,Needs Attention,0,0.0,0.0
1078,11,1,736.25,96,3.45,1,0,1,14.61,0,Needs Attention,0,0.0,0.0
1103,102,1,247.57,29,8.56,0,8,7,52.38,3,Loyalists,0,0.0,0.0
1003,272,1,137.37,40,2.94,0,5,10,81.64,3,Loyalists,1,1.0,1.0
1454,122,1,193.0,20,2.34,4,6,9,47.8,2,Champions,0,0.0,0.0
1479,79,1,890.97,1,7.09,3,8,9,105.52,1,Occasional Shoppers,0,0.0,0.0
1453,48,1,246.06,12,3.94,2,5,8,68.56,2,Champions,0,0.0,0.0
1083,181,1,582.98,17,2.63,3,2,7,45.74,2,Champions,1,1.0,0.9999968500200954
1099,179,1,473.43,99,3.05,2,6,10,85.09,2,Champions,0,0.0,1.3738413259245519e-06
1336,134,1,70.4,58,7.64,0,3,16,22.67,0,Needs Attention,0,0.0,0.0
1423,282,1,432.93,64,3.68,4,1,12,81.73,2,Champions,1,1.0,1.0
1038,59,1,868.2,30,1.66,1,5,9,40.63,0,Needs Attention,0,0.0,0.0
1439,327,1,790.62,2,6.0,2,9,5,103.88,1,Occasional Shoppers,1,1.0,1.0
1221,253,1,533.9,33,1.73,2,1,18,78.18,2,Champions,1,1.0,1.0
1289,29,1,156.57,41,4.75,4,6,0,55.86,2,Champions,0,0.0,0.0
1177,145,1,73.67,71,6.98,3,5,13,12.64,0,Needs Attention,0,0.0,0.0
1393,31,1,95.41,66,8.98,3,3,11,45.86,1,Occasional Shoppers,0,0.0,0.0
1409,206,1,877.21,80,9.86,4,3,3,63.13,1,Occasional Shoppers,1,1.0,1.0
1079,247,1,939.57,100,4.72,0,1,1,7.2,0,Needs Attention,1,1.0,1.0
1153,287,1,37.75,15,3.1,0,2,2,13.52,0,Needs Attention,1,1.0,1.0
1283,165,1,436.71,4,4.31,3,4,18,76.83,2,Champions,0,0.0,0.0
1327,284,1,575.08,63,5.15,2,8,19,94.6,1,Occasional Shoppers,1,1.0,1.0
1345,86,1,694.63,24,9.61,2,4,8,53.68,1,Occasional Shoppers,0,0.0,0.0
1465,293,1,408.32,56,7.26,0,6,13,116.54,3,Loyalists,1,1.0,1.0
1179,40,1,806.8,93,9.34,0,7,3,72.13,1,Occasional Shoppers,0,0.0,0.0
1239,318,1,246.45,33,4.31,0,0,3,34.85,3,Loyalists,1,1.0,1.0
1337,359,1,506.44,61,5.61,0,3,5,70.85,3,Loyalists,1,1.0,1.0
1042,291,1,675.27,100,5.17,3,2,5,46.04,1,Occasional Shoppers,1,1.0,1.0
1131,278,1,144.94,84,7.26,1,2,17,99.46,3,Loyalists,1,1.0,1.0
1140,97,1,551.87,21,6.21,2,8,10,58.63,1,Occasional Shoppers,0,0.0,0.0
1185,123,1,359.42,3,5.86,1,2,14,82.18,3,Loyalists,0,0.0,0.0
1257,214,1,32.74,15,8.03,3,0,14,15.92,0,Needs Attention,1,1.0,1.0
1308,313,1,605.46,32,5.39,4,6,11,82.92,1,Occasional Shoppers,1,1.0,1.0
1348,52,1,822.72,51,3.67,2,6,1,106.31,2,Champions,0,0.0,0.0
1364,269,1,665.61,40,4.44,3,8,9,102.45,1,Occasional Shoppers,1,1.0,1.0
1450,74,1,656.65,33,2.82,4,8,18,61.31,2,Champions,0,0.0,0.0
1168,224,1,130.97,89,9.62,2,0,17,86.51,3,Loyalists,1,1.0,1.0
1188,216,1,463.17,15,6.61,3,2,1,24.54,2,Champions,1,1.0,1.0
1173,100,1,872.5,79,1.87,2,5,15,5.61,0,Needs Attention,0,0.0,0.0
1053,279,1,132.54,27,6.47,3,1,17,105.78,2,Champions,1,1.0,1.0
1150,218,1,594.51,1,5.67,3,4,4,116.33,2,Champions,1,1.0,1.0
1203,171,1,165.69,88,4.57,3,4,6,28.26,0,Needs Attention,0,0.0,0.0
1284,91,1,42.02,6,4.73,1,2,10,104.41,3,Loyalists,0,0.0,0.0
1319,178,1,101.14,59,8.08,2,1,6,73.92,3,Loyalists,0,0.0,1.9984014443252818e-14
1014,351,1,145.03,59,8.04,4,7,19,99.85,1,Occasional Shoppers,1,1.0,1.0
1115,254,1,627.67,46,6.28,4,4,0,108.0,1,Occasional Shoppers,1,1.0,1.0
1027,320,1,202.84,60,5.9,2,7,0,34.93,0,Needs Attention,1,1.0,1.0
1282,349,1,803.86,80,2.75,2,2,16,69.79,2,Champions,1,1.0,1.0
1237,59,1,46.55,92,4.59,3,4,9,54.72,0,Needs Attention,0,0.0,0.0
1471,181,1,239.34,84,6.29,0,6,10,15.01,0,Needs Attention,1,1.0,0.9999454723413471
1023,159,1,119.75,100,8.18,2,4,19,17.12,0,Needs Attention,0,0.0,0.0
1043,97,1,930.79,2,4.42,1,8,7,45.69,0,Needs Attention,0,0.0,0.0
1440,2,1,107.62,73,7.6,0,5,16,51.78,3,Loyalists,0,0.0,0.0
1383,307,1,945.38,62,9.35,2,4,1,92.32,1,Occasional Shoppers,1,1.0,1.0
1040,2,1,272.74,31,7.01,3,1,12,64.23,2,Champions,0,0.0,0.0
1149,280,1,170.28,3,1.62,3,0,3,67.3,2,Champions,1,1.0,1.0
1446,35,1,183.69,35,1.05,4,9,14,114.42,2,Champions,0,0.0,0.0
1105,324,1,396.21,33,4.18,0,3,4,77.61,3,Loyalists,1,1.0,1.0
1120,91,1,325.49,99,1.86,0,1,19,96.17,3,Loyalists,0,0.0,0.0
1281,123,1,896.66,84,5.05,0,4,17,76.25,3,Loyalists,0,0.0,0.0
1408,54,1,40.84,14,5.91,0,0,8,71.78,3,Loyalists,0,0.0,0.0
1474,128,1,588.48,52,1.58,0,7,0,96.53,3,Loyalists,0,0.0,0.0
1162,101,1,614.58,15,6.96,0,0,4,47.84,3,Loyalists,0,0.0,0.0
1196,75,1,375.15,9,3.73,0,0,4,107.25,3,Loyalists,0,0.0,0.0
1268,15,1,392.1,95,1.91,2,2,2,7.58,0,Needs Attention,0,0.0,0.0
1370,113,1,987.91,8,5.77,4,9,4,103.04,1,Occasional Shoppers,0,0.0,0.0
1024,148,1,169.8,63,4.92,4,0,19,92.91,2,Champions,0,0.0,0.0
1152,362,1,619.23,38,8.2,4,5,18,79.56,1,Occasional Shoppers,1,1.0,1.0
1482,15,1,813.33,96,8.43,1,6,18,5.08,0,Needs Attention,0,0.0,0.0
1033,118,1,422.19,23,4.5,4,3,4,106.39,2,Champions,0,0.0,0.0
1129,76,1,128.42,47,9.89,1,0,19,66.6,3,Loyalists,0,0.0,0.0
1472,208,1,546.23,23,5.33,2,8,17,69.03,1,Occasional Shoppers,1,1.0,1.0
1241,2,1,39.32,40,1.23,1,2,19,106.11,3,Loyalists,0,0.0,0.0
1080,326,1,197.61,68,2.1,2,4,7,24.06,0,Needs Attention,1,1.0,1.0
1224,183,1,568.45,11,7.25,0,0,14,26.96,3,Loyalists,1,1.0,0.8736071914975257
1228,347,1,947.19,41,8.4,4,2,7,35.43,1,Occasional Shoppers,1,1.0,1.0
1430,62,1,248.94,49,5.15,2,2,0,107.29,3,Loyalists,0,0.0,0.0
1184,224,1,921.46,60,9.34,1,0,2,21.14,1,Occasional Shoppers,1,1.0,1.0
1285,137,1,283.3,58,8.45,0,8,19,72.5,3,Loyalists,0,0.0,0.0
1018,309,1,579.36,13,4.64,4,2,13,39.62,2,Champions,1,1.0,1.0
1264,21,1,894.82,6,3.15,0,9,5,32.77,0,Needs Attention,0,0.0,0.0
1448,219,1,247.04,59,1.32,2,4,3,70.29,2,Champions,1,1.0,1.0
1086,148,1,799.36,17,1.96,1,5,0,64.71,2,Champions,0,0.0,0.0
1095,259,1,404.6,47,9.56,1,4,9,69.04,3,Loyalists,1,1.0,1.0
1106,66,1,552.68,6,3.13,0,0,2,66.24,3,Loyalists,0,0.0,0.0
1141,153,1,266.76,47,3.47,2,7,8,13.71,0,Needs Attention,0,0.0,0.0
1312,6,1,916.12,70,5.28,3,1,19,62.54,2,Champions,0,0.0,0.0
1433,278,1,987.97,28,7.54,0,5,8,61.28,1,Occasional Shoppers,1,1.0,1.0
1437,318,1,233.89,20,8.2,0,3,5,101.4,3,Loyalists,1,1.0,1.0
1262,228,1,591.38,61,7.26,1,1,8,103.67,3,Loyalists,1,1.0,1.0
1328,178,1,486.53,79,6.73,3,5,15,75.12,1,Occasional Shoppers,0,0.0,0.0
1070,40,1,603.73,60,3.31,2,4,3,31.4,0,Needs Attention,0,0.0,0.0
1092,281,1,532.6,50,5.95,1,9,11,30.25,0,Needs Attention,1,1.0,1.0
1316,147,1,66.03,37,8.07,0,0,18,36.66,3,Loyalists,0,0.0,0.0
1004,55,1,892.72,91,6.93,3,8,12,95.55,1,Occasional Shoppers,0,0.0,0.0
1187,164,1,742.75,46,5.69,3,1,3,90.36,2,Champions,0,0.0,0.0
1112,13,1,348.21,87,1.86,0,0,8,84.59,3,Loyalists,0,0.0,0.0
1373,208,1,711.46,87,8.19,0,5,8,49.34,3,Loyalists,1,1.0,1.0
1390,250,1,604.34,17,3.17,0,7,19,31.74,0,Needs Attention,1,1.0,1.0
1449,302,1,943.88,69,7.71,0,9,8,71.62,1,Occasional Shoppers,1,1.0,1.0
1011,104,1,595.1,40,9.79,4,1,0,79.67,1,Occasional Shoppers,0,0.0,0.0
1193,240,1,508.4,17,8.04,2,7,16,92.25,1,Occasional Shoppers,1,1.0,1.0
1366,237,1,852.21,15,2.09,2,3,1,43.56,2,Champions,1,1.0,1.0
1428,94,1,301.49,76,7.85,0,2,3,101.61,3,Loyalists,0,0.0,0.0
1402,331,1,633.37,23,5.14,1,2,14,14.51,0,Needs Attention,1,1.0,1.0
1090,5,1,818.28,90,5.35,1,5,19,49.97,0,Needs Attention,0,0.0,0.0
1202,169,1,961.85,2,3.75,4,2,6,36.16,2,Champions,0,0.0,0.0
1371,256,1,945.18,100,1.38,0,0,17,112.87,3,Loyalists,1,1.0,1.0
1445,47,1,621.14,1,5.99,0,7,19,27.59,0,Needs Attention,0,0.0,0.0
1012,197,1,750.53,92,4.66,0,5,16,112.67,3,Loyalists,1,1.0,1.0
1101,34,1,752.66,76,6.5,4,3,7,24.74,1,Occasional Shoppers,0,0.0,0.0
1376,67,1,576.59,14,6.42,0,2,11,31.38,3,Loyalists,0,0.0,0.0
1392,336,1,138.16,28,2.78,2,0,19,34.49,0,Needs Attention,1,1.0,1.0
1178,58,1,348.49,3,8.16,3,0,13,93.15,2,Champions,0,0.0,0.0
1309,287,1,608.51,51,2.35,2,1,15,47.91,2,Champions,1,1.0,1.0
1338,260,1,604.91,24,7.12,0,1,0,36.86,3,Loyalists,1,1.0,1.0
1481,155,1,864.89,29,3.43,3,1,5,35.27,2,Champions,0,0.0,0.0
1054,350,1,618.41,17,7.88,0,7,10,16.8,0,Needs Attention,1,1.0,1.0
1429,161,1,310.38,37,2.44,0,8,18,118.79,3,Loyalists,0,0.0,0.0
1063,70,1,82.11,30,3.19,1,2,10,91.06,3,Loyalists,0,0.0,0.0
1067,205,1,269.55,98,4.16,0,0,5,82.47,3,Loyalists,1,1.0,1.0
1411,236,1,940.29,93,1.39,1,2,3,76.76,2,Champions,1,1.0,1.0
1013,263,1,443.03,97,8.84,3,2,14,12.36,1,Occasional Shoppers,1,1.0,1.0
1109,44,1,134.56,51,8.4,3,4,12,18.48,0,Needs Attention,0,0.0,0.0
1278,359,1,157.31,62,4.83,0,0,14,92.66,3,Loyalists,1,1.0,1.0
1174,26,1,528.46,27,5.05,2,6,18,97.52,2,Champions,0,0.0,0.0
1044,127,1,565.63,78,8.77,2,6,11,100.28,1,Occasional Shoppers,0,0.0,0.0
1246,118,1,253.42,33,4.89,1,1,0,42.15,3,Loyalists,0,0.0,0.0
1292,42,1,535.18,75,3.34,3,9,3,31.32,0,Needs Attention,0,0.0,0.0
1361,119,1,875.49,12,3.66,4,0,9,76.6,2,Champions,0,0.0,0.0
1097,341,1,450.35,76,8.37,0,4,4,54.33,3,Loyalists,1,1.0,1.0
1117,36,1,896.01,29,7.63,3,2,16,63.4,2,Champions,0,0.0,0.0
1204,284,1,426.33,72,5.02,2,6,5,41.09,0,Needs Attention,1,1.0,1.0
1258,204,1,103.8,98,5.14,1,6,6,119.87,3,Loyalists,1,1.0,1.0
1424,196,1,742.83,84,6.09,3,5,3,94.36,1,Occasional Shoppers,1,1.0,1.0
1416,152,1,413.89,5,2.92,0,9,18,40.24,0,Needs Attention,0,0.0,0.0
1009,109,1,105.18,19,9.99,0,5,10,54.17,3,Loyalists,0,0.0,0.0
1107,169,1,908.34,79,8.02,1,5,11,18.27,1,Occasional Shoppers,0,0.0,0.0
1387,336,1,332.72,84,4.95,4,8,6,96.8,1,Occasional Shoppers,1,1.0,1.0
1217,302,1,573.54,32,8.81,2,7,12,36.27,1,Occasional Shoppers,1,1.0,1.0
1277,273,1,768.33,84,5.74,3,0,2,76.73,2,Champions,1,1.0,1.0
1359,251,1,201.43,42,1.74,2,0,19,8.45,0,Needs Attention,1,1.0,1.0
1138,100,1,648.32,92,1.94,2,7,19,103.32,2,Champions,0,0.0,0.0
1413,241,1,997.98,76,2.19,2,0,18,61.1,2,Champions,1,1.0,1.0
1476,215,1,879.91,50,6.05,1,3,15,82.37,3,Loyalists,1,1.0,1.0
